file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
SRR5098511.1.fastq.gz	FASTQ	DNA	142896	35724000	250	250.0	250	250.0	250.0	250.0	0	250	1	45.94	42.49	4.90	37.30	40
SRR5098511.2.fastq.gz	FASTQ	DNA	142896	35724000	250	250.0	250	250.0	250.0	250.0	0	250	1	37.25	35.57	4.11	43.84	10232
SRR5098515.1.fastq.gz	FASTQ	DNA	26156	6539000	250	250.0	250	250.0	250.0	250.0	0	250	1	90.01	87.18	12.68	47.20	1
SRR5098515.2.fastq.gz	FASTQ	DNA	26156	6539000	250	250.0	250	250.0	250.0	250.0	0	250	1	73.28	66.17	8.35	48.00	2482
SRR5098524.1.fastq.gz	FASTQ	DNA	55668	13917000	250	250.0	250	250.0	250.0	250.0	0	250	1	72.87	69.72	8.00	45.66	4
SRR5098524.2.fastq.gz	FASTQ	DNA	55668	13917000	250	250.0	250	250.0	250.0	250.0	0	250	1	60.31	54.68	6.36	49.67	7649
SRR5098533.1.fastq.gz	FASTQ	DNA	43945	10986250	250	250.0	250	250.0	250.0	250.0	0	250	1	71.99	69.28	7.82	42.60	1
SRR5098533.2.fastq.gz	FASTQ	DNA	43945	10986250	250	250.0	250	250.0	250.0	250.0	0	250	1	61.46	56.64	6.42	46.08	3384
SRR5098555.1.fastq.gz	FASTQ	DNA	44820	11205000	250	250.0	250	250.0	250.0	250.0	0	250	1	90.52	87.67	12.99	49.23	1
SRR5098555.2.fastq.gz	FASTQ	DNA	44820	11205000	250	250.0	250	250.0	250.0	250.0	0	250	1	78.17	70.18	9.51	52.55	6600
SRR5098588.1.fastq.gz	FASTQ	DNA	31676	7919000	250	250.0	250	250.0	250.0	250.0	0	250	1	75.71	72.88	8.48	44.09	6
SRR5098588.2.fastq.gz	FASTQ	DNA	31676	7919000	250	250.0	250	250.0	250.0	250.0	0	250	1	62.09	56.68	6.54	47.07	3074
SRR5098686.1.fastq.gz	FASTQ	DNA	25473	6368250	250	250.0	250	250.0	250.0	250.0	0	250	1	95.91	93.26	17.48	52.65	2
SRR5098686.2.fastq.gz	FASTQ	DNA	25473	6368250	250	250.0	250	250.0	250.0	250.0	0	250	1	81.53	72.64	10.54	53.60	3597
SRR5098703.1.fastq.gz	FASTQ	DNA	42938	10734500	250	250.0	250	250.0	250.0	250.0	0	250	1	73.65	70.73	8.11	43.15	3
SRR5098703.2.fastq.gz	FASTQ	DNA	42938	10734500	250	250.0	250	250.0	250.0	250.0	0	250	1	60.27	55.41	6.30	46.27	5092
SRR5098712.1.fastq.gz	FASTQ	DNA	57840	14460000	250	250.0	250	250.0	250.0	250.0	0	250	1	94.12	91.58	15.32	44.41	3
SRR5098712.2.fastq.gz	FASTQ	DNA	57840	14460000	250	250.0	250	250.0	250.0	250.0	0	250	1	83.26	75.98	10.69	43.71	5862
SRR5098725.1.fastq.gz	FASTQ	DNA	52421	13105250	250	250.0	250	250.0	250.0	250.0	0	250	1	95.89	93.26	17.60	42.96	1
SRR5098725.2.fastq.gz	FASTQ	DNA	52421	13105250	250	250.0	250	250.0	250.0	250.0	0	250	1	88.42	81.01	12.72	44.84	7534
SRR5098735.1.fastq.gz	FASTQ	DNA	56942	14235500	250	250.0	250	250.0	250.0	250.0	0	250	1	96.36	94.05	18.11	42.94	1
SRR5098735.2.fastq.gz	FASTQ	DNA	56942	14235500	250	250.0	250	250.0	250.0	250.0	0	250	1	82.78	75.86	10.55	42.50	6874
SRR5098741.1.fastq.gz	FASTQ	DNA	57729	14432250	250	250.0	250	250.0	250.0	250.0	0	250	1	86.41	84.00	11.14	41.41	1
SRR5098741.2.fastq.gz	FASTQ	DNA	57729	14432250	250	250.0	250	250.0	250.0	250.0	0	250	1	72.09	66.53	8.00	41.50	4409
SRR5098748.1.fastq.gz	FASTQ	DNA	62493	15623250	250	250.0	250	250.0	250.0	250.0	0	250	1	91.19	88.85	13.21	42.06	1
SRR5098748.2.fastq.gz	FASTQ	DNA	62493	15623250	250	250.0	250	250.0	250.0	250.0	0	250	1	75.63	69.65	8.70	41.61	7563
