"","SRR5098332","SRR5098333","SRR5098341","SRR5098343","SRR5098346","SRR5098348","SRR5098349","SRR5098351","SRR5098357","SRR5098359","SRR5098361","SRR5098364","SRR5098366","SRR5098367","SRR5098368","SRR5098369","SRR5098371","SRR5098372","SRR5098373","SRR5098374","SRR5098375","SRR5098376","SRR5098377","SRR5098378","SRR5098384","SRR5098385","SRR5098386","SRR5098388","SRR5098389","SRR5098390","SRR5098392","SRR5098393","SRR5098394","SRR5098395","SRR5098396","SRR5098397","SRR5098398","SRR5098400","SRR5098401","SRR5098402","SRR5098403","SRR5098406","SRR5098409","SRR5098410","SRR5098411","SRR5098413","SRR5098415","SRR5098420","SRR5098421","SRR5098425","SRR5098426","SRR5098429","SRR5098430","SRR5098434","SRR5098435","SRR5098436","SRR5098438","SRR5098439","SRR5098442","SRR5098443","SRR5098446","SRR5098447","SRR5098449","SRR5098450","SRR5098453","SRR5098454","SRR5098456","SRR5098457","SRR5098458","SRR5098459","SRR5098460","SRR5098461","SRR5098466","SRR5098467","SRR5098469","SRR5098471","SRR5098473","SRR5098475","SRR5098477","SRR5098478","SRR5098479","SRR5098481","SRR5098483","SRR5098484","SRR5098486","SRR5098487","SRR5098489","SRR5098490","SRR5098493","SRR5098494","SRR5098495","SRR5098496","SRR5098498","SRR5098499","SRR5098500","SRR5098501","SRR5098503","SRR5098506","SRR5098507","SRR5098510","SRR5098516","SRR5098517","SRR5098518","SRR5098520","SRR5098521","SRR5098523","SRR5098526","SRR5098527","SRR5098529","SRR5098534","SRR5098535","SRR5098536","SRR5098537","SRR5098539","SRR5098540","SRR5098541","SRR5098542","SRR5098543","SRR5098544","SRR5098546","SRR5098548","SRR5098551","SRR5098554","SRR5098557","SRR5098558","SRR5098559","SRR5098560","SRR5098561","SRR5098564","SRR5098565","SRR5098566","SRR5098568","SRR5098569","SRR5098571","SRR5098573","SRR5098574","SRR5098575","SRR5098576","SRR5098577","SRR5098579","SRR5098581","SRR5098582","SRR5098583","SRR5098584","SRR5098586","SRR5098589","SRR5098590","SRR5098593","SRR5098595","SRR5098596","SRR5098597","SRR5098598","SRR5098599","SRR5098600","SRR5098601","SRR5098602","SRR5098603","SRR5098604","SRR5098605","SRR5098607","SRR5098610","SRR5098611","SRR5098613","SRR5098614","SRR5098668","SRR5098669","SRR5098671","SRR5098673","SRR5098675","SRR5098680","SRR5098681","SRR5098682","SRR5098685","SRR5098687","SRR5098688","SRR5098689","SRR5098690","SRR5098693","SRR5098694","SRR5098695","SRR5098696","SRR5098697","SRR5098701","SRR5098702","SRR5098704","SRR5098705","SRR5098713","SRR5098714","SRR5098715","SRR5098717","SRR5098719","SRR5098721","SRR5098722","SRR5098723","SRR5098724","SRR5098726","SRR5098727","SRR5098728","SRR5098729","SRR5098732","SRR5098733","SRR5098736","SRR5098737","SRR5098738","SRR5098740","SRR5098742","SRR5098746","SRR5098752","SRR5098753","SRR5098756","SRR5098758","SRR5098759","SRR5098761","SRR5098764","SRR5098765","SRR5098767","SRR5098768","SRR5098769","SRR5098772","SRR5098776","SRR5098779","SRR5098780","SRR5098782"
"g__Curvularia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13678,0,0,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10847,0,0,0,0,0,0,0,0,0,0,0,1037,0,0,0,0,0,0,0,0
"g__Cutaneotrichosporon",0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,1141,0,0,0,314,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,0,0,698,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,3115,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Cyberlindnera",0,736,0,0,0,0,0,60981,0,0,0,0,0,0,0,10926,0,0,0,0,0,0,812,0,57639,0,0,0,0,0,0,0,0,0,0,0,0,0,82035,0,5014,0,0,0,0,0,0,0,0,64049,0,0,0,0,13796,0,0,0,0,0,2177,0,630,0,0,0,0,0,0,0,0,0,22688,0,0,1089,604,0,0,0,7735,0,0,0,0,884,0,0,0,0,0,0,122098,0,0,0,0,0,0,0,1155,0,0,4925,0,0,0,0,0,28,0,0,0,0,0,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,0,0,0,247,0,0,0,0,0,11182,0,0,0,0,0,0,2119,0,717,0,53902,0,0,51,0,4587,0,0,489,0,0,0,0,0,0,0,1126,0,4987,0,755,0,0,0,592,821,0,0,0,0,0,21515,0,0,0,0,0,0,0,0,0,0,56274,0,0,0,0,0,989,574,0,2606,0,0,0,0,0,0,0,0,12279,0,0
"g__Cystofilobasidium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,129,0,0
"g__Cystostereaceae_gen_Incertae_sedis",0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0
"g__Debaryomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52621,11249,454,0,0,1762,860,0,0,0,0,0,48,1026,0,0,0,148,0,3085,0,1230,0,992,0,724,0,0,0,789,0,0,0,0,321,0,0,1004,0,0,0,0,0,0,0,0,0,0,1099,293,525,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,743,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,1707,0,4083,0,0,0,0,490,0,0,0,0,0,0,0,0,0,2140,0,0,0,0,0,0,0,982,987,0,0,0,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883,0,0,0,0,3891,0,0,0,366,658,0,0,468,0,0,0,0,0,703,0,109,0,0,0,937,0,1180,0,0,0,0,0,0,1891,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,19735,0,501,0,0,92,0,0,0,0,0,0,0,0,0,0
"g__Debaryomycetaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Diutina",0,0,0,0,0,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0
"g__Engyodontium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Epicoccum",0,0,0,0,0,0,0,0,0,0,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,0,276,0,0,0,0,0,0,3869,0,0,0,0,0,0,0,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Eupenidiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Filobasidium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g__Fusarium",169,0,0,0,0,0,0,0,0,0,0,0,0,523,0,283,0,0,0,0,0,2660,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,1152,0,51,643,0,469,989,0,730,0,0,2638,0,0,0,0,0,0,0,1270,0,0,0,0,538,0,0,0,0,0,0,1405,745,0,0,0,0,0,0,0,0,0,0,1119,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4504,0,361,492,0,0,0,486,0,0,0,2384,0,93,0,0,0,0,974,3007,0,454,0,0,0,0,0,0,196,0,0,0,0,0,7452,0,929,0,2992,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,595,964,0,7097,0,0,0,0,0,0,0,0,0,0,0,499,0,9425,0,0,0,0,0,0,1792,0,0,1254,0,0,0,0,0,0,0,620,7542,0,0,95,0,0,155,78,0,83,496,541,0,0,315,0,0,1443,2377,0
