query_id,query_reads_count,subject_id,%_identity,alignment_length,mismatches,gap_opens,query_length,q_start,q_end,subject_length,s_start,s_end,evalue,bit_score
ERR3855121,31779,58A2R_1_rev,100.0,17.0,0.0,0.0,66.0,9.0,25.0,17.0,1.0,17.0,9.94e-06,31.9
ERR3855121,31779,B58S3_1_rev,85.0,20.0,3.0,0.0,66.0,37.0,56.0,20.0,1.0,20.0,0.000121,29.2
ERR3855122,29264,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,35.0,57.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855122,29264,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,9.0,28.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855122,29264,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,10.0,26.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855122,29264,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,38.0,57.0,20.0,1.0,20.0,0.000195,29.2
ERR3855123,20481,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,68.0,36.0,58.0,23.0,1.0,23.0,5.69e-09,42.8
ERR3855123,20481,ITS2_1_rev,100.0,20.0,0.0,0.0,68.0,10.0,29.0,20.0,1.0,20.0,2.42e-07,37.4
ERR3855123,20481,58A2R_1_rev,100.0,17.0,0.0,0.0,68.0,11.0,27.0,17.0,1.0,17.0,1.03e-05,31.9
ERR3855123,20481,B58S3_1_rev,85.0,20.0,3.0,0.0,68.0,39.0,58.0,20.0,1.0,20.0,0.000125,29.2
ERR3855124,18122,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,35.0,57.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855124,18122,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,9.0,28.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855124,18122,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,10.0,26.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855124,18122,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,38.0,57.0,20.0,1.0,20.0,0.000195,29.2
ERR3855125,19390,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,37.0,59.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855125,19390,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,11.0,30.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855125,19390,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,12.0,28.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855125,19390,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,40.0,59.0,20.0,1.0,20.0,0.000195,29.2
ERR3855126,32610,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,38.0,60.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855126,32610,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,12.0,31.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855126,32610,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,13.0,29.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855126,32610,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,41.0,60.0,20.0,1.0,20.0,0.000195,29.2
ERR3855127,17083,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,62.0,31.0,53.0,23.0,1.0,23.0,5.1e-09,42.8
ERR3855127,17083,ITS2_1_rev,100.0,20.0,0.0,0.0,62.0,5.0,24.0,20.0,1.0,20.0,2.17e-07,37.4
ERR3855127,17083,58A2R_1_rev,100.0,17.0,0.0,0.0,62.0,6.0,22.0,17.0,1.0,17.0,9.23e-06,31.9
ERR3855127,17083,B58S3_1_rev,85.0,20.0,3.0,0.0,62.0,34.0,53.0,20.0,1.0,20.0,0.000112,29.2
ERR3855128,17759,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,62.0,31.0,53.0,23.0,1.0,23.0,5.1e-09,42.8
ERR3855128,17759,ITS2_1_rev,100.0,20.0,0.0,0.0,62.0,5.0,24.0,20.0,1.0,20.0,2.17e-07,37.4
ERR3855128,17759,58A2R_1_rev,100.0,17.0,0.0,0.0,62.0,6.0,22.0,17.0,1.0,17.0,9.23e-06,31.9
ERR3855128,17759,B58S3_1_rev,85.0,20.0,3.0,0.0,62.0,34.0,53.0,20.0,1.0,20.0,0.000112,29.2
ERR3855129,17660,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,63.0,32.0,54.0,23.0,1.0,23.0,5.2e-09,42.8
ERR3855129,17660,ITS2_1_rev,100.0,20.0,0.0,0.0,63.0,6.0,25.0,20.0,1.0,20.0,2.21e-07,37.4
ERR3855129,17660,58A2R_1_rev,100.0,17.0,0.0,0.0,63.0,7.0,23.0,17.0,1.0,17.0,9.41e-06,31.9
ERR3855129,17660,B58S3_1_rev,85.0,20.0,3.0,0.0,63.0,35.0,54.0,20.0,1.0,20.0,0.000115,29.2
ERR3855130,16070,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,63.0,32.0,54.0,23.0,1.0,23.0,5.2e-09,42.8
ERR3855130,16070,ITS2_1_rev,100.0,20.0,0.0,0.0,63.0,6.0,25.0,20.0,1.0,20.0,2.21e-07,37.4
ERR3855130,16070,58A2R_1_rev,100.0,17.0,0.0,0.0,63.0,7.0,23.0,17.0,1.0,17.0,9.41e-06,31.9
ERR3855130,16070,B58S3_1_rev,85.0,20.0,3.0,0.0,63.0,35.0,54.0,20.0,1.0,20.0,0.000115,29.2
ERR3855131,20206,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,64.0,33.0,55.0,23.0,1.0,23.0,5.3e-09,42.8
ERR3855131,20206,ITS2_1_rev,100.0,20.0,0.0,0.0,64.0,7.0,26.0,20.0,1.0,20.0,2.25e-07,37.4
ERR3855131,20206,58A2R_1_rev,100.0,17.0,0.0,0.0,64.0,8.0,24.0,17.0,1.0,17.0,9.58e-06,31.9
ERR3855131,20206,B58S3_1_rev,85.0,20.0,3.0,0.0,64.0,36.0,55.0,20.0,1.0,20.0,0.000117,29.2
ERR3855132,10762,ITS2_1_rev,100.0,17.0,0.0,0.0,23.0,7.0,23.0,20.0,1.0,17.0,3.23e-06,31.9
ERR3855132,10762,58A2R_1_rev,100.0,16.0,0.0,0.0,23.0,8.0,23.0,17.0,1.0,16.0,1.13e-05,30.1
ERR3855133,7060,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,70.0,36.0,58.0,23.0,1.0,23.0,5.89e-09,42.8
ERR3855133,7060,ITS2_1_rev,100.0,20.0,0.0,0.0,70.0,10.0,29.0,20.0,1.0,20.0,2.5e-07,37.4
ERR3855133,7060,58A2R_1_rev,100.0,17.0,0.0,0.0,70.0,11.0,27.0,17.0,1.0,17.0,1.06e-05,31.9
ERR3855133,7060,B58S3_1_rev,85.0,20.0,3.0,0.0,70.0,39.0,58.0,20.0,1.0,20.0,0.00013,29.2
ERR3855134,2800,ITS2_1_rev,100.0,17.0,0.0,0.0,27.0,11.0,27.0,20.0,1.0,17.0,3.53e-06,31.9
ERR3855134,2800,58A2R_1_rev,100.0,16.0,0.0,0.0,27.0,12.0,27.0,17.0,1.0,16.0,1.23e-05,30.1
ERR3855135,7721,ITS2_1_rev,100.0,17.0,0.0,0.0,28.0,12.0,28.0,20.0,1.0,17.0,3.73e-06,31.9
ERR3855135,7721,58A2R_1_rev,100.0,16.0,0.0,0.0,28.0,13.0,28.0,17.0,1.0,16.0,1.3e-05,30.1
ERR3855136,13244,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,63.0,31.0,53.0,23.0,1.0,23.0,5.2e-09,42.8
ERR3855136,13244,ITS2_1_rev,100.0,20.0,0.0,0.0,63.0,5.0,24.0,20.0,1.0,20.0,2.21e-07,37.4
ERR3855136,13244,58A2R_1_rev,100.0,17.0,0.0,0.0,63.0,6.0,22.0,17.0,1.0,17.0,9.41e-06,31.9
ERR3855136,13244,B58S3_1_rev,85.0,20.0,3.0,0.0,63.0,34.0,53.0,20.0,1.0,20.0,0.000115,29.2
ERR3855137,15536,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,31.0,53.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855137,15536,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,5.0,24.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855137,15536,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,6.0,22.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855137,15536,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,34.0,53.0,20.0,1.0,20.0,0.000195,29.2
ERR3855138,14923,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,59.0,32.0,54.0,23.0,1.0,23.0,4.81e-09,42.8
ERR3855138,14923,ITS2_1_rev,100.0,20.0,0.0,0.0,59.0,6.0,25.0,20.0,1.0,20.0,2.05e-07,37.4
ERR3855138,14923,58A2R_1_rev,100.0,17.0,0.0,0.0,59.0,7.0,23.0,17.0,1.0,17.0,8.7e-06,31.9
ERR3855138,14923,B58S3_1_rev,85.0,20.0,3.0,0.0,59.0,35.0,54.0,20.0,1.0,20.0,0.000106,29.2
ERR3855139,15986,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,70.0,33.0,55.0,23.0,1.0,23.0,5.89e-09,42.8
ERR3855139,15986,ITS2_1_rev,100.0,20.0,0.0,0.0,70.0,7.0,26.0,20.0,1.0,20.0,2.5e-07,37.4
ERR3855139,15986,58A2R_1_rev,100.0,17.0,0.0,0.0,70.0,8.0,24.0,17.0,1.0,17.0,1.06e-05,31.9
ERR3855139,15986,B58S3_1_rev,85.0,20.0,3.0,0.0,70.0,36.0,55.0,20.0,1.0,20.0,0.00013,29.2
ERR3855140,15288,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,32.0,54.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855140,15288,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,6.0,25.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855140,15288,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,7.0,23.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855140,15288,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,35.0,54.0,20.0,1.0,20.0,0.000195,29.2
ERR3855141,30546,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,33.0,55.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855141,30546,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,7.0,26.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855141,30546,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,8.0,24.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855141,30546,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,36.0,55.0,20.0,1.0,20.0,0.000195,29.2
ERR3855142,27537,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,33.0,55.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855142,27537,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,7.0,26.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855142,27537,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,8.0,24.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855142,27537,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,36.0,55.0,20.0,1.0,20.0,0.000195,29.2
ERR3855143,25688,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,34.0,56.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855143,25688,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,8.0,27.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855143,25688,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,9.0,25.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855143,25688,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,37.0,56.0,20.0,1.0,20.0,0.000195,29.2
ERR3855144,22492,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,34.0,56.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855144,22492,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,8.0,27.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855144,22492,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,9.0,25.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855144,22492,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,37.0,56.0,20.0,1.0,20.0,0.000195,29.2
ERR3855145,31608,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,33.0,55.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855145,31608,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,7.0,26.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855145,31608,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,8.0,24.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855145,31608,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,36.0,55.0,20.0,1.0,20.0,0.000195,29.2
ERR3855146,19427,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,35.0,57.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855146,19427,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,9.0,28.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855146,19427,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,10.0,26.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855146,19427,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,38.0,57.0,20.0,1.0,20.0,0.000195,29.2
ERR3855147,22832,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,36.0,58.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855147,22832,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,10.0,29.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855147,22832,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,11.0,27.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855147,22832,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,39.0,58.0,20.0,1.0,20.0,0.000195,29.2
ERR3855148,19973,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,37.0,59.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855148,19973,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,11.0,30.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855148,19973,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,12.0,28.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855148,19973,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,40.0,59.0,20.0,1.0,20.0,0.000195,29.2
ERR3855149,18650,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,38.0,60.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855149,18650,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,12.0,31.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855149,18650,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,13.0,29.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855149,18650,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,41.0,60.0,20.0,1.0,20.0,0.000195,29.2
ERR3855150,25268,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,31.0,53.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855150,25268,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,5.0,24.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855150,25268,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,6.0,22.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855150,25268,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,34.0,53.0,20.0,1.0,20.0,0.000195,29.2
ERR3855151,29999,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,31.0,53.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855151,29999,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,5.0,24.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855151,29999,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,6.0,22.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855151,29999,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,34.0,53.0,20.0,1.0,20.0,0.000195,29.2
ERR3855152,28018,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,32.0,54.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855152,28018,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,6.0,25.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855152,28018,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,7.0,23.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855152,28018,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,35.0,54.0,20.0,1.0,20.0,0.000195,29.2
ERR3855153,27981,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,32.0,54.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855153,27981,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,6.0,25.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855153,27981,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,7.0,23.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855153,27981,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,35.0,54.0,20.0,1.0,20.0,0.000195,29.2
ERR3855154,24332,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,34.0,56.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855154,24332,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,8.0,27.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855154,24332,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,9.0,25.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855154,24332,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,37.0,56.0,20.0,1.0,20.0,0.000195,29.2
ERR3855155,28250,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,32.0,54.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855155,28250,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,6.0,25.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855155,28250,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,7.0,23.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855155,28250,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,35.0,54.0,20.0,1.0,20.0,0.000195,29.2
ERR3855156,28260,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,34.0,56.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855156,28260,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,8.0,27.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855156,28260,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,9.0,25.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855156,28260,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,37.0,56.0,20.0,1.0,20.0,0.000195,29.2
ERR3855157,21509,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,100.0,35.0,57.0,23.0,1.0,23.0,8.83e-09,42.8
ERR3855157,21509,ITS2_1_rev,100.0,20.0,0.0,0.0,100.0,9.0,28.0,20.0,1.0,20.0,3.76e-07,37.4
ERR3855157,21509,58A2R_1_rev,100.0,17.0,0.0,0.0,100.0,10.0,26.0,17.0,1.0,17.0,1.6e-05,31.9
ERR3855157,21509,B58S3_1_rev,85.0,20.0,3.0,0.0,100.0,38.0,57.0,20.0,1.0,20.0,0.000195,29.2
ERR3855158,17786,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,63.0,32.0,54.0,23.0,1.0,23.0,5.2e-09,42.8
ERR3855158,17786,ITS2_1_rev,100.0,20.0,0.0,0.0,63.0,6.0,25.0,20.0,1.0,20.0,2.21e-07,37.4
ERR3855158,17786,58A2R_1_rev,100.0,17.0,0.0,0.0,63.0,7.0,23.0,17.0,1.0,17.0,9.41e-06,31.9
ERR3855158,17786,B58S3_1_rev,85.0,20.0,3.0,0.0,63.0,35.0,54.0,20.0,1.0,20.0,0.000115,29.2
ERR3855159,15921,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,68.0,36.0,58.0,23.0,1.0,23.0,5.69e-09,42.8
ERR3855159,15921,ITS2_1_rev,100.0,20.0,0.0,0.0,68.0,10.0,29.0,20.0,1.0,20.0,2.42e-07,37.4
ERR3855159,15921,58A2R_1_rev,100.0,17.0,0.0,0.0,68.0,11.0,27.0,17.0,1.0,17.0,1.03e-05,31.9
ERR3855159,15921,B58S3_1_rev,85.0,20.0,3.0,0.0,68.0,39.0,58.0,20.0,1.0,20.0,0.000125,29.2
ERR3855160,16628,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,68.0,37.0,59.0,23.0,1.0,23.0,5.69e-09,42.8
ERR3855160,16628,ITS2_1_rev,100.0,20.0,0.0,0.0,68.0,11.0,30.0,20.0,1.0,20.0,2.42e-07,37.4
ERR3855160,16628,58A2R_1_rev,100.0,17.0,0.0,0.0,68.0,12.0,28.0,17.0,1.0,17.0,1.03e-05,31.9
ERR3855160,16628,B58S3_1_rev,85.0,20.0,3.0,0.0,68.0,40.0,59.0,20.0,1.0,20.0,0.000125,29.2
ERR3855161,14882,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,75.0,38.0,60.0,23.0,1.0,23.0,6.38e-09,42.8
ERR3855161,14882,ITS2_1_rev,100.0,20.0,0.0,0.0,75.0,12.0,31.0,20.0,1.0,20.0,2.71e-07,37.4
ERR3855161,14882,58A2R_1_rev,100.0,17.0,0.0,0.0,75.0,13.0,29.0,17.0,1.0,17.0,1.15e-05,31.9
ERR3855161,14882,B58S3_1_rev,85.0,20.0,3.0,0.0,75.0,41.0,60.0,20.0,1.0,20.0,0.000141,29.2
ERR3855162,16121,5.8S_Fungi_1_rev,100.0,23.0,0.0,0.0,66.0,31.0,53.0,23.0,1.0,23.0,5.5e-09,42.8
ERR3855162,16121,ITS2_1_rev,100.0,20.0,0.0,0.0,66.0,5.0,24.0,20.0,1.0,20.0,2.34e-07,37.4
ERR3855162,16121,58A2R_1_rev,100.0,17.0,0.0,0.0,66.0,6.0,22.0,17.0,1.0,17.0,9.94e-06,31.9
