"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"PRJNA356769b_ITS2_ASV390","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phlebiopsis","s__gigantea"
"PRJNA356769b_ITS2_ASV396","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__latemarginatus"
"PRJNA356769b_ITS2_ASV399","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"PRJNA356769b_ITS2_ASV400","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__cinerea"
"PRJNA356769b_ITS2_ASV413","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaete",NA
"PRJNA356769b_ITS2_ASV451","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaete","s__rubiginosa"
"PRJNA356769b_ITS2_ASV479","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora",NA
"PRJNA356769b_ITS2_ASV488","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Physalacriaceae","g__Strobilurus","s__esculentus"
"PRJNA356769b_ITS2_ASV49","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Phellinus","s__bicuspidatus"
"PRJNA356769b_ITS2_ASV492","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune"
"PRJNA356769b_ITS2_ASV499","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes","s__versicolor"
"PRJNA356769b_ITS2_ASV512","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__crassitunicata"
"PRJNA356769b_ITS2_ASV515","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__meliigena"
"PRJNA356769b_ITS2_ASV530","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia",NA
"PRJNA356769b_ITS2_ASV541","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Elmerina","s__caryae"
"PRJNA356769b_ITS2_ASV55","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Stereum","s__subtomentosum"
"PRJNA356769b_ITS2_ASV558","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora","s__invisitata"
"PRJNA356769b_ITS2_ASV585","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__subserialis"
"PRJNA356769b_ITS2_ASV596","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella",NA
"PRJNA356769b_ITS2_ASV603","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex",NA
"PRJNA356769b_ITS2_ASV615","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Sporisorium","s__graminicola"
"PRJNA356769b_ITS2_ASV631","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera",NA
"PRJNA356769b_ITS2_ASV645","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__queletii"
"PRJNA356769b_ITS2_ASV654","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lyophyllaceae","g__Hypsizygus","s__marmoreus"
"PRJNA356769b_ITS2_ASV655","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Echinoporia","s__hydnophora"
"PRJNA356769b_ITS2_ASV676","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phlebiopsis","s__odontoidea"
"PRJNA356769b_ITS2_ASV678","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Agaricus","s__moelleroides"
"PRJNA356769b_ITS2_ASV70","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilago","s__maydis"
"PRJNA356769b_ITS2_ASV704","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Deconica","s__cokeriana"
"PRJNA356769b_ITS2_ASV729","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__termiticola"
"PRJNA356769b_ITS2_ASV740","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Elmerina","s__caryae"
"PRJNA356769b_ITS2_ASV785","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"PRJNA356769b_ITS2_ASV813","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Fomes","s__fasciatus"
"PRJNA356769b_ITS2_ASV827","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"PRJNA356769b_ITS2_ASV853","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune"
"PRJNA356769b_ITS2_ASV867","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus","s__hobsonii"
"PRJNA356769b_ITS2_ASV878","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta"
"PRJNA356769b_ITS2_ASV894","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius",NA
"PRJNA356769b_ITS2_ASV929","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__harzianum"
"PRJNA356769b_ITS2_ASV942","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma","s__australe"
"PRJNA356769b_ITS2_ASV947","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaete","s__murina"
"PRJNA356769b_ITS2_ASV948","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Rhodocollybia","s__butyracea"
"PRJNA356769b_ITS2_ASV975","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Peniophorella","s__subpraetermissa"
