query_id,query_reads_count,subject_id,%_identity,alignment_length,mismatches,gap_opens,query_length,q_start,q_end,subject_length,s_start,s_end,evalue,bit_score
SRR5098346,30402,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098346,30402,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098346,30402,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098347,1060,ITS86F_2_fwd,100.0,21.0,0.0,0.0,68.0,34.0,54.0,21.0,1.0,21.0,6.94e-08,39.2
SRR5098347,1060,fITS7_2_fwd,94.737,19.0,1.0,0.0,68.0,34.0,52.0,19.0,1.0,19.0,1.03e-05,32.8
SRR5098347,1060,gITS7_2_fwd,89.474,19.0,2.0,0.0,68.0,34.0,52.0,19.0,1.0,19.0,3.59e-05,30.1
SRR5098348,7881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098349,36671,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098349,36671,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098349,36671,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098351,91901,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098351,91901,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098351,91901,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098354,45192,ITS86F_2_fwd,100.0,21.0,0.0,0.0,80.0,35.0,55.0,21.0,1.0,21.0,8.37e-08,39.2
SRR5098354,45192,fITS7_2_fwd,94.737,19.0,1.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,1.24e-05,32.8
SRR5098354,45192,gITS7_2_fwd,89.474,19.0,2.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,4.34e-05,30.1
SRR5098355,21012,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098355,21012,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098355,21012,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098356,12093,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098356,12093,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098356,12093,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098357,11967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098359,71982,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098359,71982,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098359,71982,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098360,28204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098361,20674,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098361,20674,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098361,20674,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098363,63192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098364,38107,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098364,38107,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098364,38107,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098366,44229,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098366,44229,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098366,44229,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098367,88977,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098367,88977,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098367,88977,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098368,14795,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098369,27074,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098369,27074,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098369,27074,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098370,45407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098371,190742,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098371,190742,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098371,190742,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098372,18772,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098372,18772,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098372,18772,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098373,20860,ITS86F_2_fwd,100.0,21.0,0.0,0.0,80.0,35.0,55.0,21.0,1.0,21.0,8.37e-08,39.2
SRR5098373,20860,fITS7_2_fwd,94.737,19.0,1.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,1.24e-05,32.8
SRR5098373,20860,gITS7_2_fwd,89.474,19.0,2.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,4.34e-05,30.1
SRR5098374,7697,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098374,7697,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098374,7697,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098375,30423,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098375,30423,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098375,30423,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098376,14589,ITS86F_2_fwd,100.0,21.0,0.0,0.0,69.0,35.0,55.0,21.0,1.0,21.0,7.06e-08,39.2
SRR5098376,14589,fITS7_2_fwd,94.737,19.0,1.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,1.05e-05,32.8
SRR5098376,14589,gITS7_2_fwd,89.474,19.0,2.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,3.65e-05,30.1
SRR5098377,38039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098378,31050,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098378,31050,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098378,31050,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098379,6915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098382,3196,ITS86F_2_fwd,100.0,21.0,0.0,0.0,80.0,35.0,55.0,21.0,1.0,21.0,8.37e-08,39.2
SRR5098382,3196,fITS7_2_fwd,94.737,19.0,1.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,1.24e-05,32.8
SRR5098382,3196,gITS7_2_fwd,89.474,19.0,2.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,4.34e-05,30.1
SRR5098383,1648,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098384,78414,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098384,78414,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098384,78414,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098385,30212,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098385,30212,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098385,30212,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098386,14810,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098386,14810,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098386,14810,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098388,54191,ITS86F_2_fwd,100.0,21.0,0.0,0.0,69.0,35.0,55.0,21.0,1.0,21.0,7.06e-08,39.2
SRR5098388,54191,fITS7_2_fwd,94.737,19.0,1.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,1.05e-05,32.8
SRR5098388,54191,gITS7_2_fwd,89.474,19.0,2.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,3.65e-05,30.1
SRR5098389,47688,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098389,47688,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098389,47688,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098390,85268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098392,28150,ITS86F_2_fwd,100.0,21.0,0.0,0.0,75.0,35.0,55.0,21.0,1.0,21.0,7.77e-08,39.2
SRR5098392,28150,fITS7_2_fwd,94.737,19.0,1.0,0.0,75.0,35.0,53.0,19.0,1.0,19.0,1.15e-05,32.8
SRR5098392,28150,gITS7_2_fwd,89.474,19.0,2.0,0.0,75.0,35.0,53.0,19.0,1.0,19.0,4.03e-05,30.1
SRR5098393,29373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098394,104219,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098394,104219,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098394,104219,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098395,20098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098396,27520,ITS86F_2_fwd,100.0,21.0,0.0,0.0,69.0,35.0,55.0,21.0,1.0,21.0,7.06e-08,39.2
SRR5098396,27520,fITS7_2_fwd,94.737,19.0,1.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,1.05e-05,32.8
SRR5098396,27520,gITS7_2_fwd,89.474,19.0,2.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,3.65e-05,30.1
SRR5098397,20420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098398,168415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098400,29042,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098400,29042,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098400,29042,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098401,125652,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098401,125652,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098401,125652,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098402,11469,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098403,85306,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098403,85306,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098403,85306,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098404,20208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098406,59600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098407,3274,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098407,3274,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098407,3274,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098408,3043,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098408,3043,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098408,3043,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098409,271412,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098409,271412,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098409,271412,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098410,18619,ITS86F_2_fwd,100.0,21.0,0.0,0.0,80.0,35.0,55.0,21.0,1.0,21.0,8.37e-08,39.2
SRR5098410,18619,fITS7_2_fwd,94.737,19.0,1.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,1.24e-05,32.8
SRR5098410,18619,gITS7_2_fwd,89.474,19.0,2.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,4.34e-05,30.1
SRR5098411,21090,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098413,106451,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098413,106451,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098413,106451,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098415,10916,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098415,10916,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098415,10916,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098416,4762,ITS86F_2_fwd,100.0,21.0,0.0,0.0,71.0,35.0,55.0,21.0,1.0,21.0,7.29e-08,39.2
SRR5098416,4762,fITS7_2_fwd,94.737,19.0,1.0,0.0,71.0,35.0,53.0,19.0,1.0,19.0,1.08e-05,32.8
SRR5098416,4762,gITS7_2_fwd,89.474,19.0,2.0,0.0,71.0,35.0,53.0,19.0,1.0,19.0,3.78e-05,30.1
SRR5098417,2193,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098417,2193,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098417,2193,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098420,13444,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098420,13444,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098420,13444,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098421,258601,ITS86F_2_fwd,100.0,21.0,0.0,0.0,69.0,35.0,55.0,21.0,1.0,21.0,7.06e-08,39.2
SRR5098421,258601,fITS7_2_fwd,94.737,19.0,1.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,1.05e-05,32.8
SRR5098421,258601,gITS7_2_fwd,89.474,19.0,2.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,3.65e-05,30.1
SRR5098423,5194,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098425,85112,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098425,85112,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098425,85112,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098426,22339,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098426,22339,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098426,22339,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098427,1317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098429,13390,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098429,13390,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098429,13390,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098430,18671,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098430,18671,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098430,18671,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098431,5244,ITS86F_2_fwd,95.238,21.0,1.0,0.0,69.0,35.0,55.0,21.0,1.0,21.0,3e-06,34.6
SRR5098431,5244,fITS7_2_fwd,89.474,19.0,2.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,0.000128,28.3
SRR5098432,6160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098434,37140,ITS86F_2_fwd,100.0,21.0,0.0,0.0,80.0,35.0,55.0,21.0,1.0,21.0,8.37e-08,39.2
SRR5098434,37140,fITS7_2_fwd,94.737,19.0,1.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,1.24e-05,32.8
SRR5098434,37140,gITS7_2_fwd,89.474,19.0,2.0,0.0,80.0,35.0,53.0,19.0,1.0,19.0,4.34e-05,30.1
SRR5098435,26165,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098435,26165,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098435,26165,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098436,110831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098438,24482,ITS86F_2_fwd,100.0,21.0,0.0,0.0,69.0,35.0,55.0,21.0,1.0,21.0,7.06e-08,39.2
SRR5098438,24482,fITS7_2_fwd,94.737,19.0,1.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,1.05e-05,32.8
SRR5098438,24482,gITS7_2_fwd,89.474,19.0,2.0,0.0,69.0,35.0,53.0,19.0,1.0,19.0,3.65e-05,30.1
SRR5098439,66217,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098439,66217,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098439,66217,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098440,59562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRR5098442,29919,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098442,29919,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098442,29919,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
SRR5098443,45672,ITS86F_2_fwd,100.0,21.0,0.0,0.0,100.0,35.0,55.0,21.0,1.0,21.0,1.08e-07,39.2
SRR5098443,45672,fITS7_2_fwd,94.737,19.0,1.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,1.6e-05,32.8
SRR5098443,45672,gITS7_2_fwd,89.474,19.0,2.0,0.0,100.0,35.0,53.0,19.0,1.0,19.0,5.57e-05,30.1
