"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"PRJNA356769a_ITS2_ASV104","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Lamiales","f__Lamiaceae","g__Melissa","s__axillaris"
"PRJNA356769a_ITS2_ASV51","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Solanales","f__Solanaceae","g__Solanaceae_gen_Incertae_sedis",NA
"PRJNA356769a_ITS2_ASV70","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Solanales","f__Solanaceae","g__Capsicum","s__annuum"
"PRJNA356769a_ITS2_ASV195","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Asterales","f__Asteraceae","g__Lactuca","s__saligna"
"PRJNA356769a_ITS2_ASV2","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Caryophyllales","f__Amaranthaceae","g__Spinacia","s__oleracea"
"PRJNA356769a_ITS2_ASV106","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Caryophyllales","f__Amaranthaceae","g__Spinacia","s__oleracea"
"PRJNA356769a_ITS2_ASV113","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Caryophyllales","f__Amaranthaceae","g__Salsola","s__praecox"
"PRJNA356769a_ITS2_ASV185","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Caryophyllales","f__Amaranthaceae","g__Bassia","s__scoparia"
"PRJNA356769a_ITS2_ASV151","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Caryophyllales","f__Amaranthaceae","g__Beta","s__macrocarpa"
"PRJNA356769a_ITS2_ASV41","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Cucurbitales","f__Cucurbitaceae","g__Cucurbita","s__pepo"
"PRJNA356769a_ITS2_ASV42","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Cucurbitales","f__Cucurbitaceae","g__Cucurbita","s__pepo"
"PRJNA356769a_ITS2_ASV115","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Cucurbitales","f__Cucurbitaceae","g__Cucumis","s__melo"
"PRJNA356769a_ITS2_ASV82","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Cucurbitales","f__Cucurbitaceae","g__Cucurbitaceae_gen_Incertae_sedis",NA
"PRJNA356769a_ITS2_ASV19","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Poales","f__Poaceae","g__Bambusa","s__nutans"
"PRJNA356769a_ITS2_ASV102","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Fabales","f__Fabaceae","g__Phaseolus","s__vulgaris"
"PRJNA356769a_ITS2_ASV110","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Sapindales","f__Anacardiaceae","g__Anacardium","s__occidentale"
"PRJNA356769a_ITS2_ASV142","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Brassicales","f__Brassicaceae","g__Brassica","s__insularis"
"PRJNA356769a_ITS2_ASV139","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Brassicales","f__Brassicaceae","g__Eruca","s__vesicaria"
"PRJNA356769a_ITS2_ASV101","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Brassicales","f__Brassicaceae","g__Raphanus","s__sativus"
"PRJNA356769a_ITS2_ASV63","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Brassicales","f__Brassicaceae","g__Brassica","s__rapa"
"PRJNA356769a_ITS2_ASV64","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Brassicales","f__Brassicaceae","g__Sinapis","s__alba"
"PRJNA356769a_ITS2_ASV108","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Brassicales","f__Brassicaceae","g__Brassica","s__rapa"
"PRJNA356769a_ITS2_ASV86","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Brassicales","f__Brassicaceae","g__Brassica","s__insularis"
"PRJNA356769a_ITS2_ASV20","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Apiales","f__Apiaceae","g__Daucus","s__syrticus"
"PRJNA356769a_ITS2_ASV28","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Fagales","f__Juglandaceae","g__Juglans","s__hopeiensis"
"PRJNA356769a_ITS2_ASV162","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Sapindales","f__Rutaceae","g__Citrus","s__japonica"
"PRJNA356769a_ITS2_ASV138","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Sapindales","f__Rutaceae","g__Citrus","s__maxima"
"PRJNA356769a_ITS2_ASV52","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Sapindales","f__Rutaceae","g__Citrus","s__maxima"
"PRJNA356769a_ITS2_ASV98","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Sapindales","f__Rutaceae","g__Citrus","s__maxima"
"PRJNA356769a_ITS2_ASV6","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Fagales","f__Juglandaceae","g__Carya",NA
"PRJNA356769a_ITS2_ASV66","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Sapindales","f__Anacardiaceae",NA,NA
"PRJNA356769a_ITS2_ASV18","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Cucurbitales","f__Cucurbitaceae","g__Cucumis","s__sativus"
"PRJNA356769a_ITS2_ASV30","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Cucurbitales","f__Cucurbitaceae","g__Cucumis","s__sativus"
"PRJNA356769a_ITS2_ASV39","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Fabales","f__Fabaceae","g__Glycine","s__soja"
"PRJNA356769a_ITS2_ASV152","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa"
"PRJNA356769a_ITS2_ASV91","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia",NA
"PRJNA356769a_ITS2_ASV183","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__dermatis"
"PRJNA356769a_ITS2_ASV119","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Ericales","f__Ericaceae","g__Vaccinium","s__hirsutum"
"PRJNA356769a_ITS2_ASV22","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Apiales","f__Apiaceae","g__Coriandrum","s__sativum"
"PRJNA356769a_ITS2_ASV129","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Apiales","f__Apiaceae",NA,NA
"PRJNA356769a_ITS2_ASV59","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Apiales","f__Apiaceae",NA,NA
"PRJNA356769a_ITS2_ASV118","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Poales","f__Poaceae","g__Aegilops","s__comosa"
"PRJNA356769a_ITS2_ASV133","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Poales","f__Poaceae","g__Triticum","s__aestivum"
"PRJNA356769a_ITS2_ASV131","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Monocotyledonae_ord_Incertae_sedis","f__Monocotyledonae_fam_Incertae_sedis","g__Monocotyledonae_gen_Incertae_sedis",NA
"PRJNA356769a_ITS2_ASV58","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Poales","f__Poaceae","g__Zea","s__perennis"
"PRJNA356769a_ITS2_ASV107","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Poales","f__Poaceae","g__Cenchrus","s__americanus"
"PRJNA356769a_ITS2_ASV116","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__circinelloides"
"PRJNA356769a_ITS2_ASV194","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium","s__vesicarium"
"PRJNA356769a_ITS2_ASV12","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__verticillioides"
"PRJNA356769a_ITS2_ASV29","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__asiaticum"
"PRJNA356769a_ITS2_ASV173","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__phyllophilum"
"PRJNA356769a_ITS2_ASV188","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Stenocarpella","s__maydis"
"PRJNA356769a_ITS2_ASV4","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Valsariales","f__Valsariaceae","g__Valsaria","s__insitiva"
"PRJNA356769a_ITS2_ASV171","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Sarcinomyces",NA
"PRJNA356769a_ITS2_ASV27","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__kiliense"
"PRJNA356769a_ITS2_ASV3","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__solani"
"PRJNA356769a_ITS2_ASV33","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Acremonium","s__fusidioides"
"PRJNA356769a_ITS2_ASV75","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__bifurcatum"
"PRJNA356769a_ITS2_ASV103","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"PRJNA356769a_ITS2_ASV83","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Aplosporellaceae","g__Aplosporella","s__thailandica"
"PRJNA356769a_ITS2_ASV181","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe",NA
"PRJNA356769a_ITS2_ASV163","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Neodevriesiaceae","g__Neodevriesia","s__kalakoutskii"
"PRJNA356769a_ITS2_ASV147","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Neophaeothecales","f__Neophaeothecaceae","g__Nothophaeotheca","s__mirabibensis"
"PRJNA356769a_ITS2_ASV145","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium",NA
"PRJNA356769a_ITS2_ASV176","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__halotolerans"
"PRJNA356769a_ITS2_ASV140","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Zalariaceae","g__Zalaria","s__alba"
"PRJNA356769a_ITS2_ASV55","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zasmidium",NA
"PRJNA356769a_ITS2_ASV5","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Wiesneriomycetaceae","g__Spissiomyces",NA
"PRJNA356769a_ITS2_ASV141","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__kudriavzevii"
"PRJNA356769a_ITS2_ASV8","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycodaceae","g__Saccharomycodes","s__ludwigii"
"PRJNA356769a_ITS2_ASV24","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycodaceae","g__Hanseniaspora","s__valbyensis"
"PRJNA356769a_ITS2_ASV47","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Nakaseomyces","s__glabratus"
"PRJNA356769a_ITS2_ASV16","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Zygosaccharomyces","s__bisporus"
"PRJNA356769a_ITS2_ASV146","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__servazzii"
"PRJNA356769a_ITS2_ASV157","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae"
"PRJNA356769a_ITS2_ASV137","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__barnettii"
"PRJNA356769a_ITS2_ASV120","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__boidinii"
"PRJNA356769a_ITS2_ASV88","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"PRJNA356769a_ITS2_ASV186","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__fermentans"
"PRJNA356769a_ITS2_ASV175","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__membranifaciens"
"PRJNA356769a_ITS2_ASV109","k__Viridiplantae","p__Chlorophyta","c__Trebouxiophyceae","o__Chlorellales","f__Chlorellaceae","g__Prototheca","s__bovis"
"PRJNA356769a_ITS2_ASV32","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Thermoascaceae","g__Paecilomyces","s__variotii"
"PRJNA356769a_ITS2_ASV159","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__dubliniensis"
"PRJNA356769a_ITS2_ASV187","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake"
"PRJNA356769a_ITS2_ASV124","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__lipolytica"
"PRJNA356769a_ITS2_ASV177","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"PRJNA356769a_ITS2_ASV15","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__versicolor"
"PRJNA356769a_ITS2_ASV100","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__fumigatus"
"PRJNA356769a_ITS2_ASV46","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__clavatophorus"
"PRJNA356769a_ITS2_ASV160","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__glabripes"
"PRJNA356769a_ITS2_ASV87","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides"
"PRJNA356769a_ITS2_ASV93","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__restrictus"
"PRJNA356769a_ITS2_ASV60","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"PRJNA356769a_ITS2_ASV156","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__ruber"
"PRJNA356769a_ITS2_ASV71","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA
"PRJNA356769a_ITS2_ASV122","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__coffeae"
"PRJNA356769a_ITS2_ASV144","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__digitatum"
"PRJNA356769a_ITS2_ASV182","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__polonicum"
"PRJNA356769a_ITS2_ASV117","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__aureoterreus"
"PRJNA356769a_ITS2_ASV169","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__niger"
"PRJNA356769a_ITS2_ASV7","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__rugulosus"
"PRJNA356769a_ITS2_ASV10","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__roqueforti"
"PRJNA356769a_ITS2_ASV191","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA
"PRJNA356769a_ITS2_ASV167","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__rugulosus"
"PRJNA356769a_ITS2_ASV96","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Rosales","f__Ulmaceae","g__Ulmus","s__americana"
"PRJNA356769a_ITS2_ASV132","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__nodorum"
"PRJNA356769a_ITS2_ASV180","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae",NA,NA
"PRJNA356769a_ITS2_ASV143","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__alternata"
"PRJNA356769a_ITS2_ASV128","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__pini"
"PRJNA356769a_ITS2_ASV114","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"PRJNA356769a_ITS2_ASV161","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella",NA
"PRJNA356769a_ITS2_ASV99","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Allophoma","s__tropica"
"PRJNA356769a_ITS2_ASV11","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"PRJNA356769a_ITS2_ASV69","k__Viridiplantae","p__Chlorophyta","c__Chlorophyceae","o__Chlamydomonadales","f__Coccomyxaceae","g__Choricystis","s__parasitica"
"PRJNA356769a_ITS2_ASV168","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Rosales","f__Rosaceae","g__Rubus","s__rhamnifolius"
"PRJNA356769a_ITS2_ASV54","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Rosales","f__Rosaceae","g__Rubus","s__rhamnifolius"
"PRJNA356769a_ITS2_ASV21","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Rosales","f__Rosaceae","g__Rubus","s__parvifolius"
"PRJNA356769a_ITS2_ASV135","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Trechisporales_fam_Incertae_sedis","g__Sertulicium","s__niveocremeum"
"PRJNA356769a_ITS2_ASV1","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Agaricus","s__bisporus"
"PRJNA356769a_ITS2_ASV166","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__xenobiotica"
"PRJNA356769a_ITS2_ASV37","k__Viridiplantae","p__Anthophyta","c__Eudicotyledonae","o__Fagales","f__Juglandaceae","g__Carya","s__kweichowensis"
"PRJNA356769a_ITS2_ASV111","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum","s__ghanense"
"PRJNA356769a_ITS2_ASV134","k__Viridiplantae","p__Anthophyta","c__Monocotyledonae","o__Zingiberales","f__Musaceae","g__Musa","s__acuminata"
